#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
11500,1295.212205749598,678.766275980932,284.9452653954891
11600,1334.656922444915,696.9621977169102,292.5838914316469
11700,1194.0770665066098,683.2401640608866,286.82339822471675
11800,1238.5718396497796,693.8242340280842,291.26657805330956
11900,1244.004220790584,698.0915793963908,293.0580045008729
12000,1279.001267322526,664.3879263685012,278.9092515402894
12100,1224.8917081344462,738.5135620046841,310.0271041301768
12200,1261.3232871840755,706.907159101919,296.7587742469488
12300,1324.193043240869,784.9966281453928,329.5406393286055
12400,1344.439915689275,722.4529648296286,303.2848847736795
12500,1325.8633975276816,721.0795978838345,302.7083469834229
12600,1268.869597780707,731.027470644195,306.884451990592
12700,1308.472627315091,698.4536904351631,293.2100182789536
12800,1294.74045816947,742.4739374862736,311.6896649889001
12900,1363.674186998162,713.9094959120637,299.69834680875846
13000,1252.783094023719,766.3826888442127,321.7265300218854
13100,1324.8734602256577,725.5429950931929,304.58207575780574
13200,1229.1041558126421,719.9532397274617,302.23550318555715
13300,1286.3562121783416,668.6014576565431,280.6780869017519
13400,1288.309030032487,721.943258396884,303.0709106269199
13500,1310.7169944999896,687.9584241210039,288.8041181169832
13600,1260.1560351244148,772.4429679078373,324.27062787598067
13700,1338.587250521265,748.5467434642976,314.23902162657726
13800,1321.9637742385794,758.5229126469508,318.42700543775476
13900,1296.1626448068096,668.7297395664041,280.7319394930551
14000,1245.321099800702,629.0899681364918,264.0912111746225
14100,1294.7992384565337,649.2946235774532,272.57310120153795
14200,1255.918231765293,702.6153474102583,294.9570768662998
14300,1282.0884384184883,610.0604412284289,256.10263869091693
14400,1311.333409540055,752.1580711393021,315.7550526363635
14500,1277.3292128211424,779.514685368514,327.2393263513466
14600,1321.6980429430973,642.6873993897192,269.7993964428851
14700,1300.113145784282,682.9598244627948,286.70571199897773
14800,1305.8767735500223,727.1983738669935,305.277001773906
14900,1344.5689242801768,769.1549235534808,322.89031081495654
15000,1298.548097733481,848.439944235617,356.1740670350325
15100,1279.6384318753362,700.6446338932374,294.12977370467104
15200,1276.5287551270821,687.1514237730178,288.46534034255876
15300,1296.2872352146337,743.1907227229384,311.99057056821437
15400,1313.259082850589,751.6455980310403,315.539917042553
15500,1370.2069335050046,744.8030711479288,312.6674324956944
15600,1345.2596158783667,735.5526410169173,308.78411306457764
15700,1300.1452448647901,733.9077068486893,308.09357168132095
15800,1255.9330167840535,741.8987743434292,311.44821219405304
15900,1285.5861252713812,762.3810899270036,320.04666361452365
16000,1347.2457835383439,782.1883204119325,328.3617151234119
16100,1337.652648850204,749.1165646020698,314.47823185412693
16200,1289.9245354270965,703.5221282571954,295.3377423740441
16300,1268.5563890806952,815.5948184250223,342.3857227665688
16400,1345.0059420257576,750.1674417610682,314.919388820177
16500,1350.3165834982356,760.1467686906991,319.1086982497337
16600,1320.2075136851781,688.7789307989825,289.14856583247627
16700,1279.3083508149066,765.2346027894994,321.2445648784576
16800,1359.4374926863065,732.9960045625307,307.71084015931706
16900,1346.0881604712317,631.0010124099956,264.8934652596669
17000,1238.1102914352632,726.2923529639779,304.8966552897049
17100,1342.7021002035603,686.6414780300651,288.251265733662
17200,1304.1444484703852,667.3190801953554,280.1397463875782
17300,1217.5025027518946,725.4575480648715,304.546205198198
17400,1260.8915362916732,680.549814347693,285.693992654405
17500,1281.0349043304013,731.6258643243445,307.13565693702924
17600,1292.3609953293671,747.7023194103698,313.88453342545813
17700,1321.2652403568163,661.7248294405591,277.7912866564128
17800,1267.7173198337732,696.9302295810598,292.5704712467079
17900,1241.6726022447383,681.3493560283733,286.02963928927494
18000,1344.3675098949534,695.3155390216355,291.8926260940124
18100,1231.4611473634704,783.1111923547415,328.74913565382894
18200,1375.662347658732,705.4698357150806,296.15538761974796
18300,1262.0181866457274,749.252025640979,314.53509823516055
18400,1297.1888858128468,771.0375235359762,323.68062402088367
18500,1204.6143314078336,698.535854032692,293.244510458268
18600,1304.3028568162445,694.2622722732591,291.4504659812187
18700,1243.0303751087686,762.3848146085941,320.0482272313707
18800,1291.8766540590918,675.3211156103695,283.4989912200356
18900,1273.435486622524,701.6084885817967,294.5343987424093
19000,1290.3963714487072,748.9011378248279,314.38779595242306
19100,1324.919733821106,649.485547675192,272.65325090788855
19200,1232.1964675469953,647.3397452340575,271.75244562673083
19300,1260.5076051674587,680.6411389997361,285.7323306333742
19400,1293.9551112964655,715.2393746243107,300.25662829093346
19500,1303.7271998040237,752.0072601618033,315.6917423695918
19600,1354.1252355540541,635.1559406075695,266.6376991143114
19700,1254.9412247895061,729.745589920826,306.3463200063565
19800,1309.8221417454738,704.1959675180699,295.6206192844303
19900,1317.2243283404887,710.3814432804329,298.21727456191405
20000,1327.9934357995153,730.2960556701692,306.5774048651484
20100,1287.430971072003,823.1209821740259,345.5451972466032
20200,1331.0247357725138,798.3793435839906,335.15868715641284
20300,1320.4789146136209,823.772815015133,345.81883588846756
20400,1286.7109159124716,755.9632043451326,317.352442974641
20500,1271.8621747952875,856.3411345053669,359.4909771969295
20600,1335.4969330178455,757.5594976662607,318.02256498885055
20700,1327.8486651780559,714.0890359049617,299.77371748160385
20800,1297.252691694117,735.2072662622288,308.63912515840417
20900,1308.3504328953159,742.5942542106043,311.740173804908
21000,1323.161428700154,774.0848105220373,324.9598714285787
21100,1321.04211594354,773.9138212068173,324.8880903199272
21200,1280.235288183329,671.5726023895398,281.92536988328874
21300,1295.5606349668742,763.0673553301892,320.3347570044904
21400,1236.9697438072253,761.1241497654322,319.51900164810144
21500,1296.4673381967168,702.3552781264669,294.84790009409784
21600,1240.59349846415,660.4477404052444,277.25516621705316
21700,1280.9252675796142,687.1056819759176,288.44613799121106
21800,1340.1083790780267,688.780573154257,289.1492552912431
21900,1281.7330852581194,704.4263245894076,295.71732290561886
22000,1253.8778708253121,732.3549569879264,307.4417291593446
22100,1249.7987355571117,827.6796692654248,347.4589285987338
22200,1340.6545230550018,781.0407182175211,327.87995310395615
22300,1304.3862458314684,692.2905533666602,290.6227407582556
22400,1328.5308621509885,696.6028907984042,292.4330548198778
22500,1368.4188017280767,708.2082223379153,297.30495902688875
22600,1253.2473641914712,727.1657448763233,305.26330416290926
22700,1318.83873824389,685.2417645584873,287.6636677036037
22800,1275.2203568621717,730.1258117819291,306.50593668584554
22900,1363.674380215275,678.5739549969024,284.8645292779555
23000,1219.6321957313949,697.0579869804848,292.62410364916155
23100,1287.2325998248552,660.9558004588066,277.4684492158142
23200,1225.5259991404682,755.6678895815397,317.2284701924553
23300,1285.0455359725192,677.6169140723787,284.46276465015535
23400,1277.494198163843,620.5757398637476,260.5169483971904
23500,1287.8774465047027,685.9228966794598,287.9496061478781
23600,1249.8081501777042,709.1458128153928,297.69855838043793
23700,1251.0044857196021,680.0912916502597,285.5015053781018
23800,1294.0674767167106,688.3084279061226,288.95104928455766
23900,1279.6699918804952,672.1232051540801,282.15651226089534
24000,1200.743249574769,670.3116173405492,281.3960098779981
24100,1302.0180914801285,705.8263256315236,296.3050416574428
24200,1250.0595016324146,649.6073545823047,272.70438530083413
24300,1285.408643255073,680.7958951909729,285.7972970961229
24400,1279.0730005670625,689.7235878488108,289.54513172458996
24500,1341.3892051565645,709.6971167447128,297.92999510617483
24600,1308.082597104943,676.0730337555104,283.8146455520267
24700,1207.8386235365765,753.5412537226738,316.3357110194566
24800,1284.260783336555,713.4528743642828,299.5066576327904
24900,1257.557836228384,767.0211625886749,321.9945605310632
25000,1310.843266622047,646.6096721351731,271.44596181885595
25100,1186.432520199875,650.3158398837751,273.0018065773472
25200,1180.2773647628755,718.1742179742865,301.48867199558646
25300,1240.7135021920167,684.9575818433349,287.54436814195
25400,1314.7653746569767,725.057614271914,304.3783134734504
25500,1396.8836218262704,705.2742693687244,296.07328910301715
25600,1355.7504850505193,761.2410942624613,319.56809480714844
25700,1257.7501194077868,733.0501343944164,307.7335637975682
25800,1341.9329435025434,637.6342196464468,267.6780776708866
25900,1217.3823645337739,750.9958322343762,315.26714614345696
26000,1252.7435278740486,732.1868784420922,307.37116998817663
26100,1282.2365187624164,801.5012071880091,336.4692417385331
26200,1331.7417262012063,746.1393883971244,313.2284168679281
26300,1246.568850097663,768.4585927597084,322.5979919861406
26400,1373.9558894843321,797.3368270128352,334.7210399550728
26500,1370.5814403804743,678.2233778241766,284.71735740295395
26600,1271.9854842336958,651.7889412242313,273.62021274639875
26700,1250.5611218527083,644.4301992066742,270.5310217076433
26800,1296.55877376026,730.8799194593687,306.82251018085935
26900,1288.3820707591963,652.737342288776,274.0183503713824
27000,1275.9110058301922,687.4082471437225,288.5731544843552
27100,1274.3862006742543,709.3912932319689,297.8016107637485
27200,1246.405205491721,696.5151337939681,292.3962145350784
27300,1269.7632503623563,652.9383033993695,274.1027136036445
27400,1243.6412195791158,688.3208253337918,288.95625370976626
27500,1322.245254897196,742.5917850889756,311.73913727062126
27600,1314.1371394390949,761.75675666206,319.78456926162215
27700,1303.114808491193,689.3509551792248,289.3887009785621
27800,1282.6403682572745,680.4093576398445,285.6350290975656
27900,1289.8024453400358,759.1594050461279,318.6942041805674
28000,1231.6778009587242,725.7682296322225,304.6766289460991
28100,1243.7621748500846,745.50309967451,312.96130362829126
28200,1258.3940223740592,668.3901831112489,280.58939410202026
28300,1308.99050821137,715.1903010664938,300.23602727044846
28400,1328.6146185591365,741.5532915981656,311.30317895356626
28500,1282.530339331308,697.6397943335776,292.86834567547095
28600,1311.7757918223137,678.4360942727014,284.80665551192567
28700,1387.8063594916798,638.2168862129221,267.92268039393946
28800,1236.4262806868346,727.7995042422369,305.5293555816486
28900,1309.383152937387,707.5512814970219,297.0291760528643
29000,1341.835755277301,703.6335041668468,295.38449784681484
29100,1324.468522230647,715.6716690809768,300.4381049833423
29200,1277.9094360936442,721.0685370345064,302.70370365219276
29300,1334.0246846163222,670.6986241127709,281.55847485500533
29400,1250.1889417164198,683.3539258607509,286.8711552913261
29500,1256.68976717949,713.5187333882075,299.53430517173706
29600,1335.519290681631,646.2251557893218,271.28454231984034
29700,1291.2085489077122,629.289805299283,264.1751025749505
29800,1268.688232932494,628.5790099538598,263.8767115447674
29900,1221.3559526324952,689.8446766898617,289.59596467426735
30000,1325.9174119138934,712.1364698282018,298.9540325935464
30100,1390.4379512066862,726.7923862496001,305.10656866094934
30200,1305.6495274168983,789.7322923359927,331.5286654538933
30300,1329.733173085639,665.0131149463671,279.17170495252583
30400,1317.3850508557325,711.2134282557188,298.56654085279644
30500,1304.2813755698917,737.4736633634202,309.59055593265305
30600,1315.2233932561794,653.4432477875346,274.31468864982327
30700,1318.976096366664,699.3033399047212,293.5667001032627
30800,1272.6845355716055,708.6339306862767,297.4836708789612
30900,1220.2275220838078,762.3749097674447,320.044069190982
31000,1271.915925353289,775.2401588432517,325.4448852627396
31100,1249.8305003898372,720.293117714531,302.3781835553024
31200,1276.5362821882582,715.80555257345,300.4943091122816
31300,1283.8028695287198,716.8634646892386,300.93841934472186
31400,1310.1996654168356,718.9322267857222,301.8068831819547
31500,1260.3288298955122,706.0617299297878,296.4038640984181
31600,1302.2382150566036,733.3343432528274,307.8528743341305
31700,1242.6662549713838,737.2813198891768,309.50981037375476
31800,1270.6228663990214,756.2946720006273,317.49159269731757
31900,1287.3752104702503,732.1437672849337,307.353071976309
32000,1245.1973154970174,827.3015664507113,347.30020149236776
32100,1312.3455280123198,688.2992028729805,288.94717662675197
32200,1284.7012572944896,733.1787002712537,307.7875355978661
32300,1310.0253084392803,717.5367858436069,301.2210787546205
32400,1232.4663613024154,759.6393700892945,318.89569292779197
32500,1378.9192803259693,696.0466345081098,292.1995390989667
32600,1262.4563794234305,700.0182397655843,293.8668142040855
32700,1266.1039856843504,664.2786620822758,278.8633825244904
32800,1231.470629643789,720.887387345581,302.6276572308932
32900,1302.6477387393516,757.0183514370445,317.795392453387
33000,1248.6246021572183,815.8376253116734,342.4876528052359
33100,1298.2832022738226,751.4425568118215,315.45468058319454
33200,1354.795760622435,738.7140043719637,310.11124959462023
33300,1310.2848272787046,680.4769510399368,285.66340472553924
33400,1289.9857603992823,710.8103119375429,298.3973131077941
33500,1256.9433578402827,726.3847095829254,304.93542648713805
33600,1333.2993226473864,704.743406618501,295.8504335596531
33700,1260.8889669081645,695.6324574731543,292.0256680783778
33800,1257.9043009857069,699.2465274197207,293.54285029046395
33900,1273.6586280495676,667.9974235025446,280.4245140911842
34000,1192.4876334740093,706.1864066874796,296.45620325118136
34100,1333.4164169816459,742.9414669136053,311.8859332795701
34200,1304.9051452017638,694.8896024541707,291.71381843583515
34300,1370.7179683873233,754.9773191293186,316.9385695480869
34400,1300.3285024468441,704.5685048356675,295.77701000180815
34500,1309.9177197079607,689.4156727335159,289.415869329931
34600,1287.58920573852,692.2690313664704,290.6137058484893
34700,1264.500368795264,699.6722120096798,293.72155216878775
34800,1337.3574208064201,721.0231262360415,302.68464025367354
34900,1252.274601438984,656.8376089563429,275.73963738154464
35000,1300.1770001445611,693.9229800993426,291.30803153512966
35100,1292.8420687885973,711.5456935368115,298.7060254177387
35200,1322.4354264849826,671.8266108787126,282.03200234120726
35300,1284.594954116109,690.3558247344029,289.8105440079234
35400,1332.1678740170255,695.2233640958526,291.8539311711511
35500,1389.330254438326,688.4202871307252,288.998007652363
35600,1297.3995700658152,748.5966646246883,314.2599784696022
35700,1255.5875240990536,731.9509529779102,307.2721287623766
35800,1353.3468399167286,702.3109409933236,294.8292874189879
35900,1255.0808888147399,701.4437185938316,294.4652284998511
36000,1299.304607608476,734.5882736515867,308.37927280574814
36100,1220.5697361571347,739.0493898467688,310.2520440131261
36200,1330.8107545158564,688.4319700459544,289.00291212610944
36300,1282.200740579674,667.1230555576016,280.0574554806705
36400,1270.0661788125258,678.6727119363111,284.905987322212
36500,1298.0482639910706,709.6955488880279,297.9293369218263
36600,1292.8058275469848,747.2091995682657,313.67752230947855
36700,1310.494434684706,674.7659055606551,283.2659147096603
36800,1259.8371803669193,680.5262753660809,285.6841110182661
36900,1188.7048578931162,724.4019612598054,304.1030711283992
37000,1225.4184454918113,738.8390467343112,310.1637422277778
37100,1302.5037136127062,740.9132907909267,311.0345073852735
37200,1251.5399193346402,729.21089247044,306.12185466048123
37300,1318.7874379063196,720.7494731945461,302.5697610363428
37400,1244.7107453536046,661.2988015818323,277.6124406742736
37500,1257.5575463868727,639.1205998299954,268.3020582822801
37600,1262.30722446678,712.0947664943603,298.93652558421223
37700,1232.8929342799356,705.3179471788601,296.09162499512234
37800,1270.2361123461146,709.9947050156776,298.05492230401785
37900,1356.7581173697426,696.8857068315915,292.5517806500882
38000,1285.027082512126,764.3479557724158,320.8723515282438
38100,1324.5639786507622,700.3037116340029,293.98665495072817
38200,1423.7172444366956,708.2337755686132,297.3156862423686
38300,1290.7802979564403,635.0703754287441,266.6017789552643
38400,1298.9989878893716,669.6777219539823,281.1299013579523
38500,1309.1653986815481,687.6324272519549,288.6672650238695
38600,1289.237898498306,686.9012753451075,288.36032833371064
38700,1304.2415859590142,731.4453754130483,307.05988790938284
38800,1386.5797292796792,713.590590421252,299.5644706676905
38900,1350.583101962949,769.4662277587432,323.0209959455032
39000,1370.1929640155627,815.8248060361395,342.4822712888017
39100,1299.7303606087034,719.861244610165,302.19688374608177
39200,1307.1451732595583,777.8018912188007,326.52029742956853
39300,1344.067606152034,765.3613734828383,321.2977830628844
39400,1382.2579757068374,758.3865602787155,318.3697648777432
39500,1296.2148522410807,742.6114001074244,311.7473716317488
39600,1320.3619058380154,706.7878567674517,296.70869127058415
39700,1332.319325882614,752.2757868750335,315.8044695604891
39800,1300.7817817144223,698.1155939738607,293.0680857915803
39900,1241.294482014187,750.7914052490256,315.1813279411449
40000,1335.9593595570104,678.3252122693208,284.76010738041276
40100,1289.7108853019172,688.2920794695577,288.9441862305719
40200,1246.4229089411706,824.7707337464545,346.23776097034295
40300,1314.360943154551,779.627522194746,327.2866951151388
40400,1266.8166410406757,720.1854407203829,302.33298088280634
40500,1246.1209132012382,720.4318261074006,302.4364131716187
40600,1323.8865344280257,755.0729065908912,316.978697049364
40700,1316.8524547870447,700.9046562498773,294.23893077691133
40800,1238.576988153065,726.7461792353799,305.0871710120148
40900,1328.1682870149466,688.7220588150423,289.12469104209424
41000,1423.528623991228,695.9071676410094,292.14099107608155
41100,1304.9352879580151,768.9791375972152,322.8165160821694
41200,1302.8542038895966,787.732007907122,330.68894845907454
41300,1298.1142814690556,746.2388347073041,313.27016430920435
41400,1297.5337693580618,750.024847752932,314.8595280272502
41500,1290.4876439998984,640.4132643756944,268.84471730214557
41600,1265.8439013751722,652.6965058198766,274.0012072709072
41700,1188.1448103525095,649.7582748451989,272.76774144548324
41800,1255.016304243382,659.6819448805672,276.9336861778416
41900,1216.932941170312,755.4950146842735,317.15589751873114
42000,1358.6269165417125,711.7406076766667,298.78785013896567
42100,1240.5388000648918,731.0241073297653,306.883040075244
42200,1236.1437393840242,655.1328214409256,275.0239696352036
42300,1205.769289209868,649.3041224632275,272.5770888223489
42400,1225.7093716880777,649.2858480929718,272.56941726371866
42500,1229.905791531506,664.8199504065736,279.09061471129826
42600,1241.159035557264,738.0526983939382,309.8336341412835
42700,1298.2704709149639,613.350237295423,257.48369111879714
42800,1236.232314191387,708.2168974241179,297.3086008176314
42900,1304.555740821132,686.5262919948226,288.20291077475576
43000,1322.4650616307272,652.9158626704775,274.09329301267513
43100,1226.6652367701508,724.6893978746715,304.22373667323507
43200,1327.0924666225314,673.3980254671341,282.6916802933816
43300,1273.9795030691648,698.1009954372722,293.0619573434977
43400,1292.5060498232906,775.7370287150399,325.6534706366654
43500,1309.1126580804266,643.1114772521465,269.9774238189257
43600,1279.487646858115,695.8407497884299,292.11310894153837
43700,1234.1863358502947,749.0969059669143,314.4699791827584
43800,1254.4753632804795,725.7471546602267,304.6677816982303
43900,1267.246890876097,727.9619533814117,305.597551534679
44000,1306.1423448295473,693.0073169724212,290.9236372569425
44100,1297.6664116843804,725.6051506168003,304.60816857177844
44200,1317.144251352172,778.0375735199785,326.6192365758322
44300,1236.3122101592362,748.39900026753,314.17699921046284
44400,1338.3708071829574,750.8644885922805,315.2120082406481
44500,1396.2052034203352,772.2808201697034,324.2025584507443
44600,1304.8513467658322,707.0341290366687,296.8120760726799
44700,1238.1674925104116,700.7352579794899,294.1678175869649
44800,1236.632781806029,656.830712926872,275.7367424366758
44900,1246.2905880694766,741.1782547126504,311.1457389205861
45000,1256.5963436868074,757.2525772624821,317.8937201728886
45100,1288.8367514721585,714.4231602000795,299.9139824583955
45200,1304.8267994861594,674.0793882354501,282.9777155631331
45300,1277.9535925989958,655.7992554515675,275.3037378304584
45400,1283.3259853906638,703.7613348791427,295.4381610259235
45500,1313.9690499550284,788.1126786325855,330.8487535712816
45600,1294.5334119102854,791.1615154594532,332.12865160028116
45700,1241.3405272833388,775.1892778216634,325.4235254711396
45800,1281.2722509924315,782.0734281885939,328.3134835063891
45900,1321.9291966974997,751.6808049183451,315.55469685145306
46000,1285.5008885521338,750.9134014017901,315.23254177918733
46100,1325.996141515619,722.7555192078794,303.41189673738177
46200,1327.1954420098145,744.4436209339319,312.5165357286507
46300,1343.338776658824,782.6796686715783,328.56798253120854
46400,1337.7465951001695,723.2409151587262,303.6156653731114
46500,1385.7831625987055,735.394514227324,308.7177316286972
46600,1305.278293312902,822.8444319681313,345.42910180314595
46700,1248.2929751939164,668.582232097417,280.67001603517906
46800,1299.2443197815319,695.0941712111596,291.7996961537103
46900,1353.636203546981,726.2207291528912,304.86658770004857
47000,1270.7303468692498,688.394332382356,288.9871118802481
47100,1249.1595016858869,770.5550283108829,323.4780731063328
47200,1299.3199764101223,747.977339312774,313.9999864493526
47300,1311.0624556133498,677.730849608522,284.5105946510455
47400,1292.3144363400547,719.0963358870572,301.8757759851013
47500,1305.6903686156743,734.3661950816116,308.2860444894639
47600,1286.7373615692782,686.8128972365184,288.3232273101357
47700,1339.5385549217667,666.2042536402192,279.6717435420271
47800,1276.3214336410138,739.6959513092307,310.5234697365822
47900,1248.817353805266,778.2811225657404,326.7214781720004
48000,1302.5578126280416,750.3406286809122,314.9920924806037
48100,1291.9753766341364,735.8458963770954,308.9072213116894
48200,1250.3213183806702,756.8512654682459,317.7252499648634
48300,1271.2102808677796,712.6057288186691,299.15102695273833
48400,1277.8363828420756,707.5787079946525,297.040689663547
48500,1309.6892063256237,689.1255316655526,289.2940684589413
48600,1245.6825013897615,638.0875157892503,267.86837084584914
48700,1287.4792657999396,692.0219360803333,290.50997554488134
48800,1304.9769243745218,730.2366001282298,306.5524455002291
48900,1307.1533692196276,722.1064083919451,303.1394007984075
49000,1258.4392241022206,661.913148427814,277.87034274051894
49100,1309.1892741597962,754.0691105258184,316.55730466985636
49200,1383.1329977520672,733.721303956336,308.01531997154746
49300,1272.7330512694307,725.9920313305287,304.77058062958196
49400,1220.0373873949907,662.3437895925341,278.0511253829595
49500,1262.1044902701228,714.0517319555127,299.75805732854053
49600,1303.2014132287813,741.4807555128239,311.2727283922761
49700,1280.919255179822,690.0588403550106,289.6858703230354
49800,1271.5161553653643,711.7372356559246,298.7864345687181
49900,1351.0421691869005,704.4896351566103,295.74390060550223
50000,1313.4404077470872,647.8020671048108,271.9465277914194
50100,1297.7838133161986,707.1553198957041,296.86295184938444
50200,1304.2416504577527,724.5950503890856,304.18412971238416
