#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
11200,1983.339227977885,1506.4216885255355,718.9717625651035
11300,1991.5864083573947,1471.4838401210836,702.2969319788766
11400,2079.425406596494,1426.6459849948562,680.897112807861
11500,1852.8780592905578,1543.1820448254034,736.5164237730195
11600,1924.6982633876337,1351.900726118546,645.2233496597179
11700,1975.284625322316,1288.8390918161563,615.1258446184816
11800,1866.142337026955,1437.579027281958,686.1151395683826
11900,1978.3396940904172,1461.6206974757463,697.5895375579358
12000,2102.2456464834995,1397.7456560690857,667.1038166911474
12100,2056.704370470231,1521.3871637094712,726.1143536155217
12200,2252.4734039892155,1379.8961971243011,658.58478310572
12300,2146.7509638647653,1501.464061023811,716.6056294894805
12400,2102.028514832654,1524.5479145857764,727.6228891377306
12500,1927.744529561412,1437.9324723960342,686.283828759844
12600,2021.5707136536116,1460.0974019473156,696.862512396704
12700,1973.264680926567,1547.1108694140212,738.3915387961259
12800,2194.5975828251194,1459.756306772592,696.699717476237
12900,2140.3090876286706,1426.2576990489945,680.7117950890563
13000,2035.5504153731554,1405.7245850984993,670.9119301240297
13100,1930.7352954482621,1389.5821185457894,663.2075949315978
13200,1975.3728402511397,1370.7284400712974,654.2092762357822
13300,1978.1362475796382,1398.4202838938736,667.425797156483
13400,2002.316498701101,1601.0255934233655,764.1234865266118
13500,1935.4334506424852,1488.1886899733106,710.2696765517436
13600,2069.877321734539,1414.1449297891727,674.9307185614058
13700,2060.7214074480676,1382.095382320166,659.6343909735048
13800,1916.871955727322,1630.3196031688747,778.1046751803299
13900,2090.112889464147,1360.0009312612913,649.0893446948257
14000,2052.0103768678573,1425.9846796979527,680.5814908020641
14100,1915.6883926093342,1309.9622031546835,625.207298374491
14200,2003.2006499034633,1326.5427058809755,633.120695639108
14300,1966.2139491375174,1424.0649121212407,679.6652409306918
14400,2216.7792215464633,1321.6065103857268,630.7647914440093
14500,1964.48626949633,1559.5005767289506,744.3047898955571
14600,1997.093924530454,1680.4580742138387,802.0343259375495
14700,2173.0866708570165,1613.1457392369766,769.9080836713113
14800,2225.060863764391,1532.310511940627,731.3277536818429
14900,2071.0548565398967,1450.4157695865786,692.2417476162132
15000,2089.4393092047503,1464.0430786436793,698.7456704463424
15100,1949.7623608597423,1649.3647457152574,787.1943741730993
15200,2030.4079746680873,1473.2410095060332,703.1355784079911
15300,1977.110492448037,1392.4917304842431,664.5962690589718
15400,2117.96434176035,1285.4138625787332,613.4910811782194
15500,2131.254202332058,1460.008356401235,696.8200135176041
15600,2125.8539802685004,1473.170390970487,703.1018742112458
15700,2123.6420623113286,1485.119476797159,708.8048293421249
15800,2095.631829244225,1485.7461040209466,709.1039005006122
15900,2077.6347425267704,1617.223546664987,771.8543039204284
16000,1970.0990338269703,1476.2893593562028,704.5904681519357
16100,2001.3417809004259,1430.746937244454,682.8543794149123
16200,2147.154553725464,1549.1390575243033,739.3595346710993
16300,2232.2272377380914,1555.8133657829594,742.544990117725
16400,2017.7218564598506,1673.5302676634494,798.7278830443125
16500,2024.3700780805784,1495.2372262497393,713.6337402722601
16600,2072.109754472646,1319.1710152363964,629.6023996293065
16700,2153.3129649188404,1609.0384980697145,767.9478155446642
16800,2129.7493788006327,1515.759008353612,723.4281968726824
16900,2016.5362113487467,1481.520047687216,707.0869253109256
17000,1870.3625357527535,1419.6635958670565,677.5646192196658
17100,1943.3202865275039,1388.7869898543483,662.8281028669879
17200,1964.9127171024138,1482.0707281733953,707.3497492750084
17300,2077.9994930029015,1461.5292137319514,697.5458749971647
17400,2123.013195047605,1421.2772749145797,678.3347818360496
17500,1938.6187439599757,1493.0526020034308,712.5910819270738
17600,1965.7729216217003,1407.0501429533495,671.544580778586
17700,2069.937491777853,1429.2205988341682,682.1259019736532
17800,2067.6412225449562,1467.4594725763343,700.3762170496524
17900,1999.5756001011318,1398.6730145278493,667.5464182221168
18000,2081.6115615050685,1631.4227959149164,778.6311973614112
18100,2156.021819463915,1492.1113483580123,712.1418486229983
18200,1991.7555428458272,1606.3018412016258,766.6416878999464
18300,1904.5311350428474,1439.7981617375851,687.1742686443141
18400,2150.9923007929924,1438.032661076682,686.3316459367096
18500,2104.5721425226707,1636.1586690339846,780.8914934455933
18600,1940.587156197012,1545.2768513533238,737.5162147034633
18700,1972.8461734277798,1476.3913078453938,704.6391252348249
18800,2151.352399276474,1486.7133782641727,709.5655526879335
18900,2181.533637651013,1326.432429888799,633.0680640784583
19000,2044.7121464927782,1492.5094303437638,712.3318417100079
19100,2144.295734428045,1344.211530128239,641.5535174766255
19200,2023.2655662229308,1473.176953375797,703.1050062586322
19300,1946.4892235499642,1323.8663904903012,631.8433672467528
19400,2154.0945985259523,1420.475819832161,677.9522703669088
19500,2096.1433467862,1634.4080819092187,780.0559885400255
19600,2279.237768438148,1489.585742962749,710.9364497785659
19700,2037.4517827007594,1400.585180000081,668.4590398275798
19800,2016.7739000758852,1405.568958792187,670.8376541622567
19900,2069.398881394873,1409.2170286319483,672.5787730153855
20000,1996.2117067885042,1491.5370751410069,711.8677645267792
20100,2072.070465779443,1466.1498565769325,699.7511749843758
20200,1959.9259774265365,1527.6954732956501,729.125128418174
20300,2070.8823150056583,1523.2621630123235,727.0092368768611
20400,2274.6871735739833,1288.7928897666147,615.1037937085364
20500,2063.112056967139,1491.2437240359416,711.727756478126
20600,2098.314138816201,1541.6398429125493,735.7803751380577
20700,2110.837165831641,1416.892285054538,676.2419522435666
20800,1982.234343094863,1451.705164232015,692.8571386106025
20900,2000.4703222317962,1478.0096217316836,705.411499926501
21000,2136.2008819431176,1451.5278008883977,692.77248818586
21100,2088.394182284346,1468.8413581987875,701.0357513282719
21200,2151.4549834717095,1323.0395427509125,631.4487365924749
21300,2129.8503632553216,1466.6233122901738,699.9771417845344
21400,1990.2744667819043,1448.5035100070745,691.3290810960547
21500,2138.232637033277,1412.604659257316,674.1955917190672
21600,2183.9563113425656,1528.0809742367073,729.3091169342539
21700,2132.8076013161,1528.7888869391606,729.6469833147647
21800,2164.409321442826,1504.432414449815,718.0223392400545
21900,2006.4602085605957,1426.3500956813998,680.7558933453158
22000,1921.9907495198877,1442.8907205604146,688.6502580599088
22100,1819.6290073931932,1476.2901081026862,704.5908255071059
22200,2089.682929123273,1370.2440329072945,653.9780826230275
22300,2099.1699321808965,1387.3302411530315,662.1328385931275
22400,2102.96769131987,1355.6027391460534,646.9902140455002
22500,2149.427695003719,1561.054992262599,745.0466677405843
22600,2092.652128068985,1473.020115894247,703.0301522377395
22700,2025.0955884943078,1578.3381342407909,753.2954145193738
22800,2101.0011391432654,1590.1946376607764,758.9541827292699
22900,2246.8153908541135,1417.7567712331206,676.6545466427731
23000,2037.5652597582216,1619.653914646488,773.0142486853314
23100,2098.30297219387,1457.0658259961083,695.4156283524874
23200,1922.0577780286721,1560.3458312870641,744.7082055952194
23300,2121.799035705987,1367.594853333766,652.7137053760459
23400,2080.3529875199783,1401.7069309829337,668.9944193215449
23500,2132.510046139695,1485.3949142538966,708.9362877214454
23600,2132.2499837991977,1358.0190032634766,648.1434274415627
23700,2067.412641041268,1385.0270298496819,661.0335820549733
23800,2055.6973269642876,1281.495351820334,611.6208886497553
23900,2125.9669045150144,1348.4535871765331,643.5781293473552
24000,1953.2837392899637,1293.489622386345,617.3454091576672
24100,2022.5776347957599,1492.445080764306,712.3011295057722
24200,1955.7823667246525,1449.3194360502603,691.7184991387318
24300,2021.3504629402569,1356.1771452630185,647.2643615710492
24400,2014.136819113991,1432.6734107232414,683.7738298205514
24500,2013.7807929127866,1360.266628344577,649.2161542739319
24600,2119.80387568923,1319.1619065465811,629.598052313531
24700,2004.6450278780467,1500.915059109583,716.3436066595314
24800,1992.348615208552,1516.7868771274482,723.9187690873815
24900,2004.281244957322,1500.8587895315293,716.3167508076672
25000,2063.3359673070063,1437.1936859461232,685.9312272272867
25100,1919.4657449424321,1361.0138305399626,649.572772399853
25200,1909.1208142138485,1596.5488315401844,761.9868567859146
25300,2031.223124807897,1471.593778937904,702.3494026154227
25400,1949.1643615758276,1319.909133894818,629.9546824441849
25500,2106.1853194097826,1426.9508235461144,681.0426034843199
25600,1962.0766691145222,1396.9897992772214,666.7430679751452
25700,1864.962650085131,1456.9847794007665,695.3769471426067
25800,2143.3421123591647,1363.4011699782386,650.712180878138
25900,1978.313191956806,1483.666986965802,708.1115977044545
26000,2093.458969884481,1388.7402408912053,662.8057909309045
26100,2080.2736900966947,1720.5249314048585,821.1570849594724
26200,1977.2735223314553,1607.0677301272747,767.0072246649819
26300,2079.5568362551485,1561.813971711596,745.4089068110602
26400,2198.9023390011225,1560.0060583102609,744.5460417218068
26500,2072.7829471200944,1403.610548001,669.9029609956015
26600,2213.416576793366,1367.9474035725764,652.8819674692705
26700,1973.8973200424616,1468.927010406766,701.0766306646535
26800,1984.9118863396939,1375.727483051757,656.5951757287174
26900,2077.8933566789074,1475.4060849950754,704.1689066933577
27000,2127.663059241535,1478.1856381352554,705.4955074954842
27100,2050.633429904785,1571.7914867797185,750.1708879012085
27200,1862.317375788702,1631.8334020786342,778.8271678784962
27300,1919.8112450166836,1430.4565990191095,682.7158093271299
27400,2094.0410945535423,1683.1288956996625,803.3090322470684
27500,2186.0028735887663,1427.7805411466793,681.4386038408292
27600,2024.2680885080104,1365.5064309776599,651.7169614272651
27700,1951.79687905624,1497.2013824116466,714.5711755391818
27800,1902.3268916634524,1322.0673417273388,630.9847329945377
27900,1998.741172225134,1585.2440167344762,756.591393690659
28000,2242.257808644922,1381.2043850218877,659.2091435790578
28100,2083.932535770942,1489.0507144886146,710.6810960698396
28200,2189.5274522169098,1305.972271484746,623.3030186982888
28300,2193.287177158435,1433.2326340594195,684.0407310413332
28400,2129.966311824742,1365.286921328164,651.6121957824259
28500,1913.5880749499088,1461.9011891119092,697.7234081517895
28600,1975.7341235023114,1638.4278863721001,781.974525641462
28700,2019.0900481102258,1426.944531494556,681.0396004690065
28800,2007.9909956948445,1530.891399522181,730.65045212376
28900,2020.0872384176823,1446.856794980152,690.5431513564822
29000,2066.4437948719856,1394.0632775253114,665.3463232799627
29100,1906.6404559954922,1272.9911448191804,607.562075142614
29200,1883.3689217632655,1429.6694503907577,682.3401259172073
29300,1963.668157162424,1445.8154342180014,690.0461398036531
29400,2095.605212215798,1396.9710994538987,666.7341430870899
29500,2107.0974829797656,1543.062837871694,736.4595297211937
29600,1946.9919285612314,1622.4530439800951,774.3501926417683
29700,2249.1579565328375,1395.5403525344223,666.0512887161551
29800,2060.4194645785155,1405.4134548742852,670.7634366129535
29900,2133.429937242444,1413.44811809152,674.5981503713344
30000,1935.2662647256739,1401.9159760708365,669.0941905319901
30100,2170.9675485396515,1482.1995516200354,707.4112330024376
30200,2021.1362132916142,1422.2975954579144,678.8217514973406
30300,2171.095697759707,1455.0463878420906,694.4518085800793
30400,2076.4327502443125,1528.0112420251573,729.2758357544703
30500,1957.2897411344443,1488.5030322355717,710.419703076234
30600,2087.2466092553714,1369.3322326208274,653.5429065604004
30700,2140.3573961144766,1364.2308066167395,651.108142593782
30800,1956.2596784188618,1397.1089307980635,666.799926025032
30900,2011.023660150684,1465.0432478287,699.2230224436584
31000,2177.8659843237638,1460.9515739976798,697.2701841590413
31100,2127.6742001127577,1595.2259575712449,761.3554870729421
31200,1932.4071197007925,1559.2750290954968,744.1971424945658
31300,2155.906770853421,1326.4321854931031,633.0679474354189
31400,1964.925071270935,1442.4388910549949,688.4346128269935
31500,2013.5596775977683,1341.360627899116,640.1928638056208
31600,1921.133607765316,1457.6819744682316,695.7096983040678
31700,1956.2286227185687,1348.115106292168,643.4165821525158
31800,2066.919154443913,1407.7842817712014,671.8949641299803
31900,2002.4797518789178,1481.6012512208442,707.1256814229387
32000,1864.7956923231695,1492.2568778670511,712.2113056737137
32100,2098.0100445059074,1525.518174470999,728.08596628614
32200,2183.312844295874,1528.5641738039915,729.539734195813
32300,2203.4018560520853,1621.6162300191022,773.9508053964458
32400,2179.6682548252943,1583.249083834793,755.6392695716229
32500,2155.666505122165,1515.4642594573388,723.2875216984721
32600,2117.4559674121238,1586.8789047333814,757.3716787297838
32700,2152.636474681292,1469.0013957341396,701.1121326428434
32800,1998.1387106584616,1405.287658879322,670.703397801171
32900,2055.681793187231,1617.7275819595354,772.0948654755872
33000,2035.548352265861,1415.4800172555426,675.567917425566
33100,2072.5471802367197,1526.5109990274593,728.5598129034009
33200,1984.7967649833595,1322.5659180028576,631.2226891168596
33300,1996.846627232278,1273.3110873694643,607.7147745235706
33400,1895.0302376371642,1466.3591843078793,699.8510810922199
33500,2014.765832382267,1567.9063072175347,748.3166033944319
33600,2145.1785505293174,1380.3730617539866,658.8123768836916
33700,2033.2335839525194,1617.229942426879,771.8573564337023
33800,1962.9433024660743,1527.4733126496606,729.019097528924
33900,1887.5719158716593,1418.454879474578,676.9877336359272
34000,1995.0906145108265,1384.805410516202,660.9278095186216
34100,2033.7076562939174,1629.7420712581504,777.8290358032858
34200,1979.4974225205806,1577.2634648721273,752.7825057262729
34300,2066.428789521683,1488.428187173772,710.3839816800198
34400,2052.449683374749,1521.986616100992,726.4004550078402
34500,2065.6640686952705,1513.7832033626903,722.485201954574
34600,2114.706737523289,1443.95696621602,689.1591464569473
34700,2045.9359049564805,1519.8703196604033,725.390407559911
34800,2048.761026701258,1377.4042610215972,657.3954536466399
34900,1859.6650726965663,1384.9994118235122,661.020400765096
35000,2130.3516517438607,1417.683858977777,676.6197477195125
35100,2350.2538943727795,1350.8054058801335,644.7005848001947
35200,1979.5768270499811,1514.5230179049709,722.8382941660619
35300,2122.9363947984107,1358.9857533943189,648.6048294851113
35400,2084.8867183065327,1532.4461033713305,731.3924675734871
35500,1994.439443841824,1468.693200498268,700.9650399173228
35600,1980.704468673479,1484.6017884579633,708.5577515812787
35700,2112.484409730921,1532.546664239689,731.4404623848466
35800,2127.146981668886,1607.9232026593547,767.4155171098535
35900,2165.567705371064,1462.3081758724663,697.917651231803
36000,1933.8483240124856,1584.2388784729808,756.1116700960018
36100,2125.7964838237713,1384.3317389429997,660.7017396947095
36200,1927.7314582099343,1690.0605703134795,806.6173212557734
36300,1984.3354284905813,1526.5451047506706,728.5760905845559
36400,1924.9092891356045,1521.3635273256534,726.1030726490676
36500,2119.9271556112376,1600.5946547852902,763.9178119040713
36600,2281.0184674950215,1366.9469834322426,652.4044956981986
36700,2144.05519917184,1562.5912651957099,745.7798866439718
36800,2143.0085851155845,1516.759579124106,723.9057405351992
36900,1996.6589319923655,1515.6851160011518,723.3929301772458
37000,2242.4971648914798,1331.8103925084138,635.6348110212869
37100,2074.7316781586715,1521.1122825464056,725.9831607391775
37200,2080.1931091805204,1392.906582932126,664.7942662054087
37300,2069.0171251381653,1431.5801480512907,683.2520469783459
37400,2039.8072449721835,1429.852439444072,682.4274613314499
37500,2065.5339433051727,1501.5583077057092,716.6506107211744
37600,1941.7815111473283,1383.8691994009687,660.4809828692316
37700,1993.6541910930982,1374.421422250417,655.9718304572644
37800,1863.0836314068233,1415.3128183939502,675.4881182158668
37900,2085.263856184164,1376.6777076056403,657.0486905894911
38000,2045.0842057395512,1501.3578313291255,716.5549291102928
38100,2206.793309009053,1452.5605972150215,693.2654121798383
38200,2198.369692602197,1547.4588034900328,738.5575977275606
38300,2130.863820021923,1427.1027608963814,681.1151188134293
38400,2166.3855606311754,1370.9849497208224,654.3317009168916
38500,2074.3171696946947,1383.6151666610792,660.3597403458805
38600,2093.3877402655867,1405.1448823812764,670.6352546834539
38700,2114.350199111481,1518.8150437906413,724.8867547262759
38800,2156.477012433741,1635.093116571599,780.3829358897493
38900,2160.8281360140454,1517.2461572511893,724.1379702862174
39000,2249.403000664697,1605.0129013680344,766.0265139741749
39100,2154.06341339799,1459.5348267967324,696.594011451271
39200,2221.074867817083,1498.4710029264056,715.1771289095018
39300,2116.533051345118,1472.0662919027177,702.5749194688606
39400,2137.2412548106045,1622.210652777338,774.2345062893984
39500,2141.8085752079346,1418.6159717753503,677.0646183597095
39600,2009.7534487275711,1466.852553741487,700.0865521385933
39700,2008.7844415411764,1524.1671912505897,727.4411808355771
39800,2048.7611126544966,1436.772543423929,685.7302280092194
39900,2076.9625083825385,1626.2481766701915,776.16150036533
40000,2078.554201867147,1528.5096777199994,729.5137247816767
40100,2084.109551639275,1427.1748218932578,681.1495114554968
40200,2014.8124412453649,1415.9847787800777,675.8088255894182
40300,2050.3028260270585,1446.5509220693018,690.3971670099278
40400,2049.643758867498,1492.5988119510362,712.3745009814528
40500,1855.699283403208,1534.941745027229,732.583565586573
40600,2019.833651409348,1573.729641184768,751.0959132771283
40700,1938.8714879303916,1544.1502298685436,736.9785106589545
40800,1981.7611604593576,1495.197083173553,713.614581136103
40900,2029.1375070984914,1578.561773613833,753.4021511625328
41000,1959.9004399929904,1644.9952493517708,785.1089391810867
41100,2190.0400932078564,1381.4086006146701,659.3066098103292
41200,2197.514960176167,1474.3035953189653,703.6427200673418
41300,1935.7633922844911,1550.7828067046378,740.1440488973627
41400,2079.8662573747724,1471.777918771565,702.43728726404
41500,1865.406570990559,1412.3368856220027,674.0677910613789
41600,1976.2219668077664,1304.4523639294675,622.5776105192389
41700,1839.3655055448353,1266.3251379136843,604.3805816931892
41800,1885.840390020585,1401.815271083679,669.046126936871
41900,1968.9991767727215,1480.9203749744684,706.80071876562
42000,2148.7665348369164,1525.6650372428533,728.1560596648663
42100,2164.278465396828,1423.317097359773,679.3083304445909
42200,2056.6254150668556,1483.7053017440135,708.1298842465515
42300,2073.1998467120566,1423.3618140091796,679.3296724157566
42400,2112.405466521125,1340.953905731846,639.9987470083761
42500,2012.4186965165527,1381.0886322639574,659.1538981155697
42600,1993.5510300028218,1611.9016955300885,769.3143373760591
42700,2193.9692782890043,1326.7055465348897,633.19841480158
42800,2048.448883961852,1760.4728455104494,840.2230758663134
42900,2231.5464187139487,1580.1022399927556,754.1373714770453
43000,2299.88334945282,1352.7546958992825,645.6309248845771
43100,2203.6595260456743,1584.4248437981792,756.2004259992475
43200,2170.2105826832467,1443.1345025647727,688.7666082018976
43300,2153.8515586107324,1414.9039557798794,675.2929798449017
43400,2098.6779106717586,1593.9817059860625,760.7616415633566
43500,2002.6242053483093,1380.9353336237662,659.0807330819165
43600,1922.6193261106805,1560.9883140292704,745.0148441368046
43700,2093.668712054217,1547.1525830634107,738.4114475217192
43800,1911.3191878330908,1346.1802733502054,642.4931420154362
43900,2057.8368914940297,1355.66576192147,647.0202930043125
44000,2162.627526574737,1503.1942561331944,717.431401872373
44100,2239.6828600746776,1490.895108630733,711.5613723678537
44200,2039.171688817767,1513.5324716446012,722.3655349140245
44300,2126.9658949711225,1554.572534677346,741.9527771046996
44400,2076.0597600586084,1542.4840747584194,736.1833027265691
44500,2276.975136954873,1434.5695477396303,684.6788015048562
44600,2155.7311216154776,1552.9683594821731,741.1871504038086
44700,1951.5985484485022,1451.9130778980684,692.9563698259273
44800,1972.718589333967,1491.7568235456508,711.9726441225863
44900,2092.470120212548,1373.3388761117876,655.4551623083146
45000,1986.0444664012743,1450.695357565385,692.3751869203904
45100,1998.226978999559,1576.5577529252323,752.4456897031188
45200,2072.7638367682484,1560.877650973382,744.9620278417731
45300,2085.8952519916647,1404.914811209139,670.5254483275
45400,2071.7212552173964,1395.5551518156283,666.058351987598
45500,2205.6997146862777,1369.4636305391252,653.605619009136
45600,2152.9403440936276,1396.70095380127,666.605210333732
45700,2007.5332797352712,1332.533828295305,635.9800861237138
45800,2062.755611906103,1467.9963485405317,700.6324525122708
45900,2028.2046941555896,1411.0366167742131,673.4472101228378
46000,1991.3215497134252,1404.1850788630964,670.1771680584151
46100,2010.0008472725176,1621.9624569386515,774.1160495511815
46200,1989.3802245845159,1545.3687538668191,737.560077130973
46300,2052.1183530345097,1383.420209113347,660.2666927133444
46400,1936.202638989516,1561.2855613617107,745.156711742768
46500,2051.2756110537384,1335.4079351065109,637.3518146746188
46600,2057.643387443318,1454.563003968869,694.2211033545951
46700,2115.2934833870313,1496.768467349405,714.3645576262086
46800,2164.451092231917,1583.9073727430714,755.9534519418496
46900,2240.1806955227835,1668.1673497402544,796.1683165025524
47000,2121.275299565992,1533.8839754262256,732.0787225667106
47100,2087.2057574520836,1493.7305072013717,712.9146265883915
47200,2195.859131647365,1470.28561702953,701.7250545459888
47300,2007.0719501985932,1372.9006482501366,655.2460087489252
47400,2116.777727789281,1357.306971650783,647.8035952236122
47500,2269.1022804390373,1558.2272851612715,743.6970844372206
47600,2268.6477522286186,1476.0697861963245,704.4856721954169
47700,2134.961977233244,1488.5660974937646,710.449802310854
47800,1938.7343954939734,1605.0051087311251,766.0227947726152
47900,2189.6232476767095,1458.9797716913329,696.329099607204
48000,2138.2903439080155,1435.4135943746492,685.0816406975531
48100,2154.769128634054,1528.2955329966376,729.4115196618405
48200,2090.9871401592245,1517.323782712529,724.175018687196
48300,2186.9254984426807,1460.03439518011,696.8324410781507
48400,2113.735600707759,1455.746981966758,694.7861820138208
48500,2077.361291621261,1305.4706300183973,623.0635996485076
48600,2225.5024005009573,1378.6979152719118,658.0128776279747
48700,1971.7216399532344,1502.3848003187916,717.0450718838761
48800,2235.1755384978524,1411.9710384090638,673.8931827046885
48900,2286.188609762972,1433.3168828242347,684.0809405546418
49000,2130.3219547499266,1413.9952960875773,674.859302697578
