#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)"
2495,2289.4151488077882,1509.1368752360295,720.2676431208647
2500,2412.9075362604453,1464.4744717961373,698.9515619955307
2505,2317.5015362857293,1565.9353589453706,747.3759264485567
2510,2385.180053109397,1455.351709468247,694.5975298142988
2515,2202.4633625462443,1682.310982048022,802.9186655760192
2520,2463.6935122393625,1472.0726586082983,702.5779581143925
2525,2258.8647728505284,1608.3885422304602,767.6376103087083
2530,2392.64577548855,1432.196282368127,683.5461101740146
2535,2381.8625819838508,1461.3191407780573,697.4456132158329
2540,2365.204267020405,1476.8275683438358,704.8473398283159
2545,2296.3573857592296,1577.2566914168779,752.779272950818
2550,2314.0002379897956,1496.1096338724362,714.0501153490021
2555,2274.347698294584,1543.350747121764,736.59694052891
2560,2274.6144112336283,1506.229714807893,718.8801390288846
2565,2261.0432713616597,1576.001366186025,752.1801423085195
2570,2251.0365990644423,1515.4434282519774,723.2775795630467
2575,2184.8708777377933,1595.9695878084078,761.7104004058967
2580,2312.156057547918,1478.981850069602,705.8755165607896
2585,2198.5133538128057,1601.2967163822634,764.2528857201547
2590,2394.2790347334453,1491.7626704117754,711.9754346636912
2595,2316.8786093893027,1522.168183540545,726.4871119267057
2600,2295.7903997948406,1502.9509618853756,717.3152845225577
2605,2406.9271828274036,1444.4093383491945,689.3750506704895
2610,2499.502817609758,1440.2081888145046,687.3699627799188
2615,2340.1103765264984,1604.9376599661266,765.9906034162218
2620,2383.767407540585,1566.7355022279248,747.757811833336
2625,2481.5044473829817,1551.903611289882,740.678976702958
2630,2420.786271936526,1653.9220996089966,789.3694681634292
2635,2429.177625043284,1700.266638601869,811.4883842270888
2640,2566.455467482165,1534.3578210467988,732.304875458429
2645,2366.0593063472597,1809.8794818467022,863.8034429571891
2650,2552.46892851589,1596.0537007507019,761.7505450950208
2655,2422.826973561132,1730.8994573015793,826.1085479041166
2660,2350.0875500974107,1793.462244443409,855.9679675373889
2665,2336.241062740372,1814.5421361148283,866.0287937888459
2670,2377.023038868823,1799.0184083899721,858.6197648503121
2675,2522.1240364022456,1674.0107096575132,798.9571841954532
2680,2432.3469047872677,1772.8833500633584,846.1462528895152
2685,2501.964206976734,1732.590878617725,826.9158146702368
2690,2433.8979295399067,1785.1897228865164,852.0197308318764
2695,2564.2838690215626,1629.748747456389,777.8322221607656
2700,2516.4164365863007,1667.74905261239,795.9686753093943
2705,2552.6466511911967,1651.9442609273551,788.4255026232084
2710,2537.9166031952705,1658.855015916128,791.7238072963155
2715,2551.1322579897046,1701.5910251811808,812.1204758655048
2720,2586.960057452628,1683.3176017893963,803.3990962384302
2725,2551.1935424086055,1700.1594993360095,811.4372497357298
2730,2439.37790890745,1763.8793623243548,841.8489084048097
2735,2392.0707568187822,1759.4327163221626,839.7266521082819
2740,2516.591530708326,1615.4317120880735,770.9991127918079
2745,2306.898825894292,1768.7302670872864,844.1641057854674
2750,2441.181888926043,1704.3634665046304,813.4436824019692
2755,2457.3206946785995,1718.9236378767926,820.3928335954439
2760,2488.546204296122,1657.7233747080297,791.1837074821832
2765,2309.1611284242845,1818.7237478888103,868.024556867938
2770,2603.491422976485,1483.5065561323809,708.0350286800219
2775,2269.738877105427,1839.3207941855437,877.85493490378
2780,2380.3892828075795,1703.450540654701,813.0079691402613
2785,2466.9333216928585,1700.5439471475706,811.6207356233784
2790,2421.548012097822,1727.8810613975147,824.6679543174771
2795,2293.275592965633,1797.6020252875435,857.9437659162969
2800,2376.482332367421,1750.070597286195,835.2583818517495
2805,2434.4023577838598,1629.8646643566933,777.8875459646895
2810,2436.264397038039,1606.5174313379046,766.7445828738124
2815,2435.357327633923,1554.1905378987415,741.7704610246143
2820,2375.961541784426,1586.7478917652106,757.3091500066764
2825,2353.5735391615153,1592.3198012023747,759.9684621895833
2830,2419.5153143931893,1542.3737809700167,736.1306626722923
2835,2388.9524053621926,1586.8480393864652,757.356947587074
2840,2421.233468905863,1555.5974369111755,742.441933475141
2845,2392.2900350809227,1615.985971501121,771.2636448747912
2850,2282.061401879453,1651.4962299976519,788.2116703412744
2855,2305.128708058826,1684.8104101719675,804.1115707614435
2860,2290.927576877245,1678.6611043071575,801.1766838636707
2865,2403.9985510877787,1587.2932559878825,757.5694366710287
2870,2340.637222720398,1773.7293184510083,846.5500092794928
2875,2313.27048476602,1724.2988493490186,822.9582674947189
2880,2296.9571736472385,1748.7943946577313,834.6492870277931
2885,2438.3057201026045,1611.3781362880686,769.0644576020825
2890,2356.074161315104,1641.8151219855547,783.5911558173143
2895,2405.289999710767,1571.0718884645792,749.827444313722
2900,2459.1769923246457,1433.4398621679547,684.139635059764
2905,2485.2972817457503,1486.6031826923606,709.5129595096117
2910,2457.3616077817187,1528.6179672126998,729.5654082432382
2915,2393.013120475873,1515.4414756741753,723.276647653798
2920,2343.628066864718,1485.3838839423036,708.9310232708418
2925,2356.2446161349053,1488.6414592153183,710.4857702939149
2930,2318.5990200934843,1522.4840664956525,726.637873779597
2935,2288.4687826646054,1516.8996263683944,723.9725810585635
2940,2413.51275993385,1500.3041017558974,716.0520142795376
2945,2456.1409112472556,1406.9566339893372,671.4999516384299
2950,2362.3403419748006,1495.7581718997906,713.8823726539304
2955,2409.9360968964324,1439.0094279609252,686.7978286886766
2960,2315.587048652177,1628.7782454136598,777.3690294375399
2965,2293.943227864815,1638.7539544005178,782.1301485370253
2970,2204.374252151481,1730.0913124894166,825.7228436192977
2975,2429.4421654272096,1537.8247950725856,733.9595624860216
2980,2408.511707774217,1596.858799583569,762.1347956214934
2985,2493.7639904412335,1484.3343381498485,708.4301052383664
2990,2336.8747602412045,1638.9305198881636,782.2144181680508
2995,2402.725729987586,1560.2941823133824,744.6835550249804
3000,2341.27741756196,1614.460037317236,770.535360359172
3005,2379.4404358049783,1485.7571318389203,709.1091637610831
3010,2321.390236574328,1564.5433953741772,746.7115822547427
3015,2398.8188702968364,1513.9057742004345,722.5437014915385
3020,2242.119258999845,1554.1426852158665,741.7476223148346
3025,2261.4032418233983,1484.161107477741,708.3474272189221
3030,2166.9173365075203,1566.8845874274762,747.8289659129077
3035,2278.9562454038874,1482.6537665121234,707.6280167118299
3040,2230.167449535486,1442.6846848375485,688.5519231328768
3045,2303.7787495000234,1452.6882098564565,693.3263180247534
3050,2234.18509646807,1544.437833956477,737.1157758215563
3055,2250.9997657860813,1542.022365372183,735.962942110585
3060,2185.1662225704667,1635.5199826732464,780.5866668077375
3065,2381.5969716130035,1443.3186233811239,688.8544837740998
3070,2343.158200418986,1467.830379406746,700.5532402162994
3075,2262.6644874898575,1512.304108704104,721.7792725977514
3080,2357.426611546687,1499.2173448118833,715.5333364342375
3085,2386.336284464992,1506.2533552327932,718.8914219240312
3090,2275.8973005541393,1575.474185117288,751.9285339407776
3095,2299.834087751697,1466.341084388603,699.842442521119
3100,2250.011002275746,1564.7729153611904,746.8211255458833
3105,2220.5206631785763,1563.9492308372273,746.4280046033862
3110,2217.046723646573,1531.9106747131777,731.1369228684338
3115,2223.871526886583,1528.2356683107885,729.3829479683844
3120,2149.1637061494366,1525.9919227918356,728.3120727394916
3125,2225.7370768788555,1358.1968302456942,648.2282991476795
3130,2074.267402645394,1510.0340007770085,720.6958153493667
3135,2267.8509469507767,1335.2404329027204,637.2718706884096
3140,2168.854030174543,1498.4851786314157,715.183894565954
3145,2298.230995510593,1327.3253577659648,633.4942328827043
3150,2132.436591247141,1526.1364260490466,728.3810399897142
3155,2289.030639867398,1400.5523989650733,668.4433943820198
3160,2253.2804225315913,1491.3453080891002,711.7762396261743
3165,2415.9350139007797,1371.8061982341617,654.7236592215528
3170,2307.981415692221,1467.785088981485,700.5316243984144
3175,2374.09426469913,1405.3320105050118,670.7245655570111
3180,2491.4380438858475,1376.8253680511712,657.1191646749303
3185,2304.641713364401,1500.4903906261777,716.140924601549
3190,2290.932117630413,1566.2302517722944,747.5166703167287
3195,2286.3975448016745,1549.5309848751313,739.5465903278046
3200,2311.981524401229,1501.805687953298,716.7686782012083
3205,2217.6737451438103,1608.159221046529,767.5281619005631
3210,2200.252702704493,1622.899884622016,774.5634568335645
3215,2395.6756396098567,1449.5266486799073,691.8173957695343
3220,2331.041378734585,1532.0332776584578,731.1954377294021
3225,2482.748493138367,1387.5071825748694,662.2172876467349
3230,2248.5217649555825,1617.0352655057357,771.7644427361691
3235,2406.99124058947,1396.6949190809153,666.6023301352038
3240,2243.528329942934,1530.5710734921777,730.4975697189585
3245,2420.1839272226457,1329.0457638478676,634.3153332442134
3250,2221.9712975938182,1519.0427539197403,724.9954342242672
3255,2230.5538637695126,1551.3008466671786,740.3912944779223
3260,2317.5836592051037,1521.9120152136322,726.3648501490661
3265,2377.5265951947026,1428.4004210535504,681.7344546989365
3270,2317.7711529246467,1486.1434938210214,709.2935632272985
3275,2388.4148133547374,1477.7536121121495,705.2893138953307
3280,2452.2618591366454,1401.1281828024457,668.71819945391
3285,2236.7035720416375,1642.723523739286,784.0247098579739
3290,2299.589881104167,1546.906143979233,738.2938292319232
3295,2305.8530431355716,1537.350826816219,733.7333510637649
3300,2283.7627103120203,1563.8755471697914,746.392837507312
3305,2249.529916328833,1676.1800658386223,799.9925555320742
3310,2249.7813790621112,1695.2094276907776,809.074722853181
3315,2370.7675790725343,1564.652127205887,746.7634768319961
3320,2387.1753259803036,1425.2950883589133,680.2523686815747
3325,2190.763565009577,1643.592803746402,784.4395922137177
3330,2468.8956455254415,1366.3807839509493,652.1342649639164
3335,2191.6394312375623,1618.491015182117,772.4592302041497
3340,2362.326829154174,1482.643693377673,707.6232090943577
3345,2219.9147775434108,1582.808404337719,755.4289459171302
3350,2381.8793035286353,1395.906088862762,666.2258441508143
3355,2278.206915160759,1531.9625296891784,731.1616717576572
3360,2203.7969471291162,1581.2096138598886,754.6658891870169
3365,2223.81839735172,1524.8120791418887,727.7489672856767
3370,2116.9806648982844,1670.9306843429843,797.4871766630341
3375,2299.4964035181347,1496.3949548002233,714.1862908249066
3380,2139.8089596437108,1626.3476622617154,776.2089819779704
3385,2316.9720762788193,1446.928181762975,690.5772222155658
3390,2197.0884780058896,1588.4286085561885,758.1113078106873
3395,2341.5580744181093,1399.5466244191948,667.9633671071197
3400,2250.4657002432346,1579.8525987473736,754.0182248877679
3405,2271.5582204420402,1570.6723002606636,749.6367323520863
3410,2278.028028923023,1567.2334611045496,747.9954732889158
3415,2168.6438385607935,1682.7835273302521,803.1441978536309
3420,2382.8402847201805,1469.273849700623,701.2421670880407
3425,2277.083338695374,1548.4306426591543,739.0214286227708
3430,2214.647812809673,1569.6593110295853,749.1532617153613
3435,2370.684648216939,1440.9671835885076,687.7322091645793
3440,2368.8542306491645,1491.3105228868005,711.7596376491854
3445,2361.1557317885804,1538.7752836539896,734.4132033595401
3450,2345.8558409457623,1564.3577378455134,746.6229732539339
3455,2452.3312156945262,1428.6705602019342,681.8633843480054
3460,2359.1889890191032,1548.3528365072452,738.9842939833784
3465,2310.6255601661155,1547.6108052740085,738.6301438090267
3470,2362.457972603066,1465.5995406428187,699.4885250105131
3475,2330.4165058634926,1509.8601685833162,720.6128502409636
3480,2258.0894874488613,1618.5872356437415,772.5051534641609
3485,2325.307523488547,1597.0479962399215,762.2250937461986
3490,2274.986614225424,1632.6425600463842,779.2133557133488
3495,2429.824423255156,1577.3465748193712,752.8221717146954
3500,2342.165510754642,1632.0747026672,778.9423337120676
3505,2460.3223574320136,1543.0064681999818,736.4326260975039
3510,2401.772979055428,1586.332346650498,757.1108222702757
3515,2414.284246145955,1671.4495093587175,797.7347969269124
3520,2273.722900521535,1862.9571813453642,889.135902953039
3525,2548.7772147295636,1632.806242205351,779.2914765019893
3530,2543.522438751398,1679.2776357943862,801.4709366173494
3535,2571.576142045491,1573.1622305200187,750.8251044798037
3540,2472.251235927917,1686.0167122618393,804.6873040679588
3545,2521.211022353856,1603.0234806055978,765.0770206397735
3550,2421.61380505733,1673.3461090353326,798.6399894256416
3555,2496.188195429828,1594.668436569024,761.0893983272164
3560,2461.0482023598356,1642.2327372484378,783.7904715759204
3565,2444.1518938050745,1693.889234715501,808.4446327014058
3570,2391.8856080697556,1727.041565951549,824.2672872764693
3575,2479.1669804781823,1588.265261810279,758.0333471050561
3580,2454.0912020151954,1635.7673108375625,780.7047094299228
3585,2395.4957487535316,1584.2259593797519,756.1055041842255
3590,2356.4060652390044,1624.16481166689,775.1671701456448
3595,2399.6976465806897,1611.8057058842596,769.2685242777911
3600,2293.9114900693057,1683.1509461262071,803.3195562817122
3605,2318.030919312689,1662.8304354464403,793.6211607454961
3610,2275.8448742005744,1674.3403633953014,799.1145184470105
3615,2274.4255946648254,1662.1030735551733,793.2740118263254
3620,2347.1006780161238,1587.196835163025,757.5234177834067
3625,2439.417919621153,1558.4971126254552,743.8258653283816
3630,2452.368391386569,1489.3368379480562,710.8176545710301
3635,2326.611061425557,1636.1003583774184,780.8636634456358
3640,2433.059548210346,1507.2906840513049,719.3865091460791
3645,2292.4974705297445,1623.0461816409108,774.6332801946685
3650,2430.0003586884063,1536.3905618846918,733.2750442194009
3655,2423.476968728782,1598.51251129584,762.924064677829
3660,2273.678405783106,1678.9221616488846,801.3012790275228
3665,2332.759567233499,1590.3844553079375,759.0447772350348
3670,2323.6783143229795,1590.9639278037657,759.3213427975575
3675,2377.252183580094,1632.7423733291082,779.260993723578
3680,2292.575149914377,1761.4920839789725,840.7095290844063
3685,2369.1356227963274,1713.3478721463675,817.7316809146314
3690,2447.021020517887,1567.1867410583582,747.973175154062
3695,2463.806323816722,1589.7825132161754,758.7574875803698
3700,2433.9294501671648,1601.9327643626448,764.5564531349191
3705,2562.921907586656,1481.374035597617,707.0172379383829
3710,2326.8634319013463,1667.1571065052206,795.6861564507925
3715,2456.074078777343,1617.9229645954576,772.1881159904951
3720,2422.492408891008,1626.1937204384988,776.1355099715505
3725,2392.3344688973284,1658.589087051887,791.596887094823
3730,2376.0248104479824,1635.473989641942,780.5647156561877
3735,2424.293038458251,1540.120926340783,735.0554399269475
3740,2355.7219243497752,1570.404027483424,749.5086934683068
3745,2443.104925460546,1503.6930229206564,717.6694489205681
3750,2357.129030208526,1637.1106156807523,781.3458302117908
3755,2358.29304075942,1671.7665676784773,797.8861197475609
3760,2328.001873872902,1693.097147320003,808.0665921599128
3765,2310.775557525321,1702.5311971055532,812.5691928952242
3770,2316.5250216984173,1708.4776912220796,815.4072835763446
3775,2317.089733279784,1707.5294497614466,814.9547151889657
3780,2403.692591291931,1595.3624056183762,761.4206098029797
3785,2441.239100157572,1607.7944150481894,767.3540504856662
3790,2403.6141795620115,1643.2691398355964,784.2851167343727
3795,2401.6088817479804,1692.5686827683696,807.8143712226845
3800,2618.166223905053,1421.3242109608398,678.3571830615261
3805,2388.8685207487656,1651.57401628803,788.2487955013293
3810,2367.4021561153922,1709.4725773923567,815.8821141426091
3815,2390.2020175749167,1669.804473652388,796.949668678779
3820,2396.866340614026,1690.9869802720252,807.059470094858
3825,2402.5210429194726,1706.5048713274787,814.465713358889
3830,2442.9336523340075,1571.1761495073324,749.8772051119408
3835,2196.2662185195304,1782.7867169331096,850.872845176329
3840,2268.4956909627494,1683.203726467334,803.3447468211061
3845,2344.6749222490653,1626.37596217773,776.2224887142663
3850,2414.79741366381,1615.2504219046518,770.9125881993227
3855,2354.690094508974,1660.2692916629874,792.3988004501036
3860,2396.67246322305,1562.817788451642,745.8879996815231
3865,2374.5637240420506,1523.8991095683357,727.3132331559403
3870,2284.5280465914066,1607.332153996065,767.1334265754141
3875,2360.215235871655,1581.040435845783,754.5851453847235
3880,2463.3048377130776,1462.3868543462017,697.9552022053241
3885,2225.9962462957774,1669.6808034785493,796.8906444603024
3890,2292.750427490973,1506.9221321178065,719.2106099040261
3895,2350.5824017830196,1501.2675174353874,716.5118248853207
3900,2372.287613998671,1527.4360803289096,729.0013276126525
3905,2249.849972554946,1681.8869653834302,802.7162946124166
3910,2394.7991219093155,1525.2306374837174,727.9487331487502
3915,2356.3160154609905,1551.875382306935,740.6655038209758
3920,2200.4674102090553,1656.8402334089587,790.7622095302992
3925,2432.9962213549456,1424.1599783114764,679.7106132901545
3930,2408.5656870446824,1450.004296669139,692.0453634224959
3935,2446.530755816793,1377.7049320901872,657.5389553034356
3940,2289.5384478053775,1588.106160069704,757.9574124184276
3945,2641.6612794047596,1259.4638437287942,601.1058832397856
3950,2340.8186706504625,1529.536216718916,730.0036623330375
3955,2329.0869811612015,1573.071066511084,750.7815945192889
3960,2418.3255159915316,1451.2872358421314,692.6576734054814
3965,2322.118771009499,1500.326559613439,716.0627327692827
3970,2182.9234707126434,1596.5254378917698,761.9756916700898
3975,2337.4267465331163,1397.6367842178165,667.0518552865839
3980,2271.782200725738,1474.64820235598,703.807191098715
3985,2398.007335932468,1374.3404825419836,655.9332002614321
3990,2243.9162319503976,1558.9185404245611,744.0270007009171
3995,2344.6101585853603,1461.5956197629519,697.5775686865991
4000,2231.3472651013894,1606.2408285309516,766.6125683063375
4005,2191.2821435658057,1570.970138261231,749.7788818669652
4010,2231.5071613600126,1534.6936989759183,732.4651803375642
4015,2263.720963612104,1499.8269538902725,715.8242853211951
4020,2255.910750184951,1602.0006821358068,764.5888683354249
4025,2264.470384598714,1587.4656061591595,757.651694452741
4030,2250.9312736756374,1506.0419288809696,718.7905142047775
4035,2251.8792917207065,1452.6248974809116,693.2961008481259
4040,2386.4305776621272,1404.5533853399274,670.3529501510578
4045,2283.980499090247,1482.9221818608253,707.7561236408696
4050,2276.7869139590157,1415.511632936783,675.5830066812765
4055,2235.8269751060175,1461.1721528725222,697.3754601143984
4060,2382.002640926052,1365.5684038985887,651.7465393207135
4065,2182.507695041353,1498.9945129517973,715.4269851937968
4070,2261.649670304221,1482.9613917719048,707.7748374041496
4075,2253.7427668508194,1501.8438047537095,716.7868702541932
4080,2380.8860586079954,1463.7671580371143,698.6139814734996
4085,2301.518699573052,1483.7945571276443,708.1724832750813
4090,2309.2724724648097,1456.4569257319597,695.1250177621887
4095,2304.593729534227,1524.5228127905993,727.6109087725648
4100,2312.667779504967,1530.658961431268,730.5395161055229
4105,2425.4970852725073,1437.1071229424049,685.8899131942836
4110,2409.748757305881,1482.4766311357223,707.5434750892857
4115,2334.383754639434,1563.0881361523477,746.0170288666194
4120,2299.20832577649,1537.4305560739656,733.7714035462847
4125,2161.850791523908,1666.182068701872,795.2207989394258
4130,2468.3902401578916,1314.7300105952484,627.482835792217
4135,2180.6410866250553,1579.2771702763368,753.7435894220131
4140,2394.0016945915304,1428.7839285295854,681.9174917914731
4145,2255.283045799532,1578.1705605449317,753.2154364120556
4150,2429.089383444002,1491.4751900730662,711.8382285630363
4155,2251.911181414982,1680.1358392293964,801.8805324436764
4160,2357.828668589721,1604.417742318683,765.7424616706412
4165,2403.719133820773,1470.9335752306447,702.0343063666924
4170,2455.6658045864588,1465.667399749962,699.5209122114147
4175,2190.527491478818,1816.6650477691696,867.0419984881129
4180,2480.1482035935614,1522.9719333604585,726.8707186080793
4185,2391.9759492021003,1622.6595780901469,774.4487654346754
4190,2377.2495880236247,1653.6198083319007,789.2251932276943
4195,2382.7709485778446,1596.7368019227229,762.0765696453836
4200,2475.322921785578,1534.7671001647307,732.5002126147126
4205,2346.531923733877,1688.8075356539503,806.019283837314
4210,2476.265329419322,1505.1138210706747,718.347555029866
4215,2342.5954742147596,1575.1208143363533,751.7598802263875
4220,2404.4916021286394,1529.8687652532315,730.1623781877522
4225,2230.013456701363,1661.485475354914,792.9792499611851
4230,2311.0550774258563,1581.6828083632658,754.8917313192171
4235,2211.014542163907,1609.7402843371262,768.2827579538636
4240,2305.623504586264,1538.8766872334502,734.461600372681
4245,2385.8703361508797,1457.739963154996,695.7373746370955
4250,2407.2965641995547,1464.8548490152664,699.1331051064404
4255,2305.029158342023,1618.886999906768,772.6482223287319
4260,2373.0400723177704,1480.3899496518823,706.5475620087877
4265,2314.060659768257,1537.2057688779496,733.66411908022
4270,2355.0084680925256,1461.5472392959534,697.5544780806309
4275,2342.570520455496,1521.752055263685,726.2885058637777
4280,2299.843216134626,1590.499852281835,759.0998528930324
4285,2299.87347350618,1529.868771587713,730.1623812110182
4290,2423.5868342955573,1393.0002162495366,664.8389546958668
4295,2403.056984416643,1516.351628057919,723.7110372198322
4300,2422.280946482142,1566.8521401321027,747.8134797516802
4305,2465.3339328754228,1482.3543979071908,707.4851366834923
4310,2404.1292856289438,1485.2002193073658,708.8433654209131
4315,2498.897039985325,1468.616470265026,700.9284187829775
4320,2288.7828507461813,1611.6579629170712,769.1980108071374
4325,2325.451902135756,1549.8317753648475,739.6901489808706
4330,2281.1446214983152,1707.2542979280688,814.823393129463
4335,2397.4987107665957,1592.5951147759768,760.0998614430449
4340,2267.357584735821,1734.8820976141744,828.0093476250845
4345,2417.405272372944,1617.5809490626461,772.0248818095728
4350,2358.6777568914995,1735.9250535763626,828.5071205210298
4355,2535.120787206334,1606.5453848315562,766.7579242726742
4360,2342.6088617845026,1791.1667461774132,854.8723922102151
4365,2480.943978498593,1657.999200701255,791.315351298799
4370,2536.7588940427995,1617.0019124093385,771.7485242621547
4375,2475.885534178087,1609.364517581378,768.1034152845755
4380,2284.975092931854,1796.2281314341526,857.2880458792889
4385,2357.963431487757,1663.6687240854708,794.0212518122491
4390,2371.6996236317314,1619.1389911306064,772.7684904951649
4395,2416.2039054503152,1460.4725073978016,697.041539444003
4400,2154.774859568496,1655.6662697677425,790.2019104356023
4405,2230.6424360827386,1547.1172856683604,738.3946010898558
4410,2320.416568152186,1453.3916336831646,693.6620419939254
4415,2247.149848027902,1563.4890281536968,746.2083630932862
4420,2241.3654557039417,1607.8285987949694,767.3703654052273
4425,2226.306866396166,1596.9933932111896,762.1990332904127
4430,2415.392409283944,1368.4127533613125,653.1040655447067
4435,2246.456023910015,1621.1567785379302,773.7315224136347
4440,2307.3133821945135,1591.0500993532628,759.362470000715
4445,2364.439917719596,1522.715785913471,726.7484667958279
4450,2249.4357916781773,1690.6045587410238,806.8769512926651
4455,2308.551132623475,1593.1291972442968,760.3547636503937
4460,2548.493535351282,1399.5665205455302,667.9728629562094
4465,2373.680414294467,1574.1386587130967,751.2911255842148
4470,2379.459292755695,1562.3866568502463,745.6822329631373
4475,2309.6853795964307,1642.846565330077,784.0834340718336
4480,2389.3140397557772,1535.7513902981016,732.9699859971961
4485,2258.7262442468373,1634.9862562524822,780.3319345316509
4490,2174.7362335248367,1635.5105469775074,780.5821634214359
4495,2362.4582942682273,1433.2202480062695,684.0348195342616
4500,2278.262730303785,1491.4923474793986,711.8464172998063
4505,2340.9173414430443,1463.61138189555,698.5396339996687
4510,2163.197868927722,1635.6928994369978,780.6691950077484
4515,2307.7530066146114,1527.835775279786,729.1920905215437
4520,2367.6625890579385,1436.9393012029761,685.8098167029009
4525,2283.4974790448737,1542.7222917110162,736.2969968293465
4530,2317.927851180081,1526.6920786297999,728.6462369915902
4535,2179.1014897299656,1622.2007805666367,774.229794567055
4540,2130.2523767451303,1587.2535482589647,757.5504853136068
4545,2060.0687237729785,1600.19289044639,763.7260613357709
4550,2120.0042194433136,1551.336790320693,740.4084493503708
4555,2228.508319830104,1431.7848442765805,683.3497426016949
4560,2111.3214429462973,1508.6340780590767,720.0276724836388
4565,2252.607858214886,1412.4234849370957,674.1091224247572
4570,2224.228232999448,1471.6798191479993,702.3904671340596
4575,2352.8853289263798,1368.3229543568048,653.0612070615614
4580,2378.8493352359646,1338.4823193232826,638.8191298732589
4585,2389.179700852375,1325.6575140413056,632.6982190231488
4590,2328.1869975186596,1365.8375413489955,651.8749908881365
4595,2261.2729877960314,1468.5948878282165,700.9181181063797
4600,2298.8614098195603,1481.0026110393717,706.8399676751254
4605,2331.232827341958,1508.3151589077593,719.8754615415864
4610,2328.040121281895,1511.916915719145,721.5944765177632
4615,2263.9188313727136,1541.214291878352,735.5772718639554
4620,2328.808227660849,1501.5569504519494,716.6499629429757
4625,2303.0747357576543,1567.3100812435277,748.032041878434
4630,2092.133949618112,1675.969960145715,799.8922781253527
4635,2242.291575807456,1507.5645935128507,719.5172382572244
4640,2125.375611103552,1679.6595748495474,801.6532251476947
4645,2148.7069022124947,1617.6033629223905,772.035579300434
4650,2182.2001878639758,1577.5720962021437,752.9298065869913
4655,2284.5975659402066,1485.8823593650363,709.1689312590282
4660,2268.920156734511,1468.0852455221627,700.6748804858302
4665,2216.5978005293873,1555.8060332158807,742.5414904942684
4670,2208.8497929835285,1550.753741910725,740.1301771068361
4675,2338.7940192165224,1351.8646230997597,645.2061187268068
4680,2258.314193698172,1459.8841134629513,696.7607159351248
4685,2198.472403369795,1539.3132922434959,734.6699793916558
4690,2260.062821556888,1482.1521292786645,707.3885996822854
4695,2185.709844569121,1531.4430503562808,730.9137392070079
4700,2300.61898394076,1447.330984442905,690.7694683541877
4705,2229.4794497830326,1453.1457906273263,693.5447081713199
4710,2358.125860889522,1393.4757790294846,665.0659271383867
4715,2199.5229078960992,1537.5451238225978,733.8260834389034
4720,2199.896104945775,1508.0940294850686,719.7699228255697
4725,2243.059561695198,1382.4771531043925,659.8165991929708
4730,2101.3712254091824,1561.0871505363543,745.0620159601029
4735,2112.6007711882335,1584.5484920760487,756.2594397674076
4740,2113.1670942894043,1595.2136668399578,761.3496210602551
4745,2188.3262023031816,1538.969766698919,734.5060245255305
4750,2256.1255875470088,1560.9842165187958,745.0128885128579
4755,2196.819170358384,1624.4289421552237,775.2932320340196
4760,2258.274324083318,1534.0935261126435,732.1787350847912
4765,2178.3575572919426,1572.564639708188,750.5398915659515
4770,2326.0611005101964,1367.294072807805,652.5701514783938
4775,2220.8691970118057,1457.0125986003557,695.3902244467733
4780,2268.1568697118187,1430.8583045678647,682.9075318365843
4785,2213.986399662372,1513.5988315831103,722.3972066048378
4790,2279.191301982568,1485.0631491599145,708.7779457802781
4795,2281.381528526267,1502.2148850358913,716.9639762043834
4800,2268.3842309403126,1552.5973790575667,741.0100921127682
4805,2184.9504680717073,1596.6604811052669,762.0401439134223
4810,2230.38029316248,1570.2402499309662,749.4305271510955
4815,2249.1130495490743,1573.820153680939,751.1391122893316
4820,2365.9421386890217,1487.1260948970767,709.7625304712853
4825,2267.6986666067583,1581.3867295085995,754.7504213941019
4830,2380.1644397339405,1536.95128921868,733.5426632550976
4835,2355.8944974383353,1526.1310514020406,728.3784748252183
4840,2386.8860589878414,1509.5434599419325,720.4616943117509
4845,2339.637407541067,1555.3707499365692,742.3337422993735
4850,2360.5863546924825,1606.3044183470597,766.6429178973694
4855,2466.493824399206,1500.4450363741557,716.119278320986
4860,2359.5915830977424,1684.4277237290544,803.9289255244115
4865,2324.568973533841,1609.7353698334555,768.2804124025528
4870,2415.278120575899,1517.0399605080675,724.0395585088469
4875,2378.290354556427,1537.8538263358253,733.973418273322
4880,2308.8027841960134,1612.256894022814,769.4838634047406
4885,2252.079586750527,1676.4975506069986,800.144081884387
4890,2465.900185225648,1433.3831310827588,684.1125589438092
4895,2401.478426358352,1495.2001395055597,713.6160398355008
4900,2256.0247242534683,1660.3390761041494,792.4321065575793
4905,2152.957547471465,1715.1415271992855,818.5877409041104
4910,2351.8250272695304,1549.632133201878,739.5948655161636
4915,2280.8201015087957,1701.4958480942128,812.0750505782199
4920,2453.437811394775,1567.8364141915113,748.2832454625236
4925,2463.011572857556,1579.1446204470903,753.6803271992989
4930,2359.125837796163,1642.667796762135,783.9981129739209
4935,2296.624317401158,1653.1678032954685,789.0094642188734
4940,2386.3358464785824,1541.3395958338608,735.6370758394522
4945,2441.8887852982407,1546.0524104703113,737.8863667728084
4950,2340.2062627710793,1640.1068412843763,782.7758425514224
4955,2429.7825903482926,1542.5332935048916,736.2067934192297
4960,2449.4087223847273,1530.6903656616782,730.5545044418315
